Song ID,Song Name,Link,Music Plat.,Artist Name,Artist Link,Artist ID,GD Downloadable State,UnscoutedSongIDs,NCS IDs,CHOMPO IDs,Total Rated Levels,Hyperlinked Name,Hyperlinked Username,Missing Song Detector
36434,I try to forget,https://www.newgrounds.com/audio/listen/36434,,DJPanic,https://DJPanic.newgrounds.com,NG1370676,,,10010046,,1,I try to forget,DJPanic,
36657,-techock- (fixed),https://www.newgrounds.com/audio/listen/36657,,Waterflame,https://Waterflame.newgrounds.com,NG489978,,,10010047,,3,-techock- (fixed),Waterflame,
37040,ParagonX9 - Chaoz Japan,https://www.newgrounds.com/audio/listen/37040,,ParagonX9,https://ParagonX9.newgrounds.com,NG198486,,,10010048,,5,ParagonX9 - Chaoz Japan,ParagonX9,
37312,Revolutions,https://www.newgrounds.com/audio/listen/37312,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010049,,5,Revolutions,Dimrain47,
38349,-Thunderzone-,https://www.newgrounds.com/audio/listen/38349,,Waterflame,https://Waterflame.newgrounds.com,NG489978,,,10010050,,5,-Thunderzone-,Waterflame,
38352,BOUNC3 - Jingle bells FUL,https://drive.google.com/file/d/1LoSFUIGt3jjbJiWXBmQ5moU6EjBR2W8s/view,,B0UNC3,https://B0UNC3.newgrounds.com,NG1084370,38352,,10010051,,1,BOUNC3 - Jingle bells FUL,B0UNC3,
38609,Across The Stars (STAR WARS),https://www.newgrounds.com/audio/listen/38609,,orb,https://orb.newgrounds.com,NG510270,,,10010052,,1,Across The Stars (STAR WARS),orb,
38699,Super Mario RPG - Forest,https://www.newgrounds.com/audio/listen/38699,,ZombiePosessor,https://ZombiePosessor.newgrounds.com,NG1369143,,,10010053,,1,Super Mario RPG - Forest,ZombiePosessor,
38700,Super Mario RPG - World Map,https://www.newgrounds.com/audio/listen/38700,,ZombiePosessor,https://ZombiePosessor.newgrounds.com,NG1369143,,,10010054,,1,Super Mario RPG - World Map,ZombiePosessor,
38866,ParagonX9 - Polar 240,https://www.newgrounds.com/audio/listen/38866,,ParagonX9,https://ParagonX9.newgrounds.com,NG198486,,,10010055,,10,ParagonX9 - Polar 240,ParagonX9,
39464,Through the Gates (Abbv.),https://www.newgrounds.com/audio/listen/39464,,Dimrain47,https://Dimrain47.newgrounds.com,NG1299683,,,10010056,,4,Through the Gates (Abbv.),Dimrain47,
39808,God$peed - Long Hall,https://www.newgrounds.com/audio/listen/39808,,GodSpeedIam,https://GodSpeedIam.newgrounds.com,NG1432700,,,10010057,,1,God$peed - Long Hall,GodSpeedIam,
40744,Guitar VS Piano 2.5,https://www.newgrounds.com/audio/listen/40744,,Dj-Rec0il,https://Dj-Rec0il.newgrounds.com,NG743162,,,10010058,,1,Guitar VS Piano 2.5,Dj-Rec0il,
41301,Drone - Horror,https://www.newgrounds.com/audio/listen/41301,,MasterMooMoo,https://MasterMooMoo.newgrounds.com,NG1384766,,,10010059,,2,Drone - Horror,MasterMooMoo,
42560,Sad Things,https://www.newgrounds.com/audio/listen/42560,,LaymanLove,https://LaymanLove.newgrounds.com,NG1340593,,,10010060,,1,Sad Things,LaymanLove,
43349,Gracious Winter,https://www.newgrounds.com/audio/listen/43349,,NemesisTheory,https://NemesisTheory.newgrounds.com,NG339805,,,10010061,,1,Gracious Winter,NemesisTheory,
44870,-winterwind-,https://www.newgrounds.com/audio/listen/44870,,Waterflame,https://Waterflame.newgrounds.com,NG489978,,,10010062,,1,-winterwind-,Waterflame,
